education,gender,marital_status,occupation,race,workclass,age,hours_per_week,income
Prof-school,Male,Married,Professional,White,Self-Employed,46,60,1
Some-college,Female,Divorced,Sales,White,Government,40,40,0
Some-college,Male,Married,Blue-Collar,White,Private,35,60,0
Bachelors,Male,Married,White-Collar,White,Private,55,40,1
Masters,Male,Married,Professional,White,Private,40,50,1
HS-grad,Female,Divorced,Other/Unknown,Other,Other/Unknown,41,28,0
HS-grad,Male,Married,Blue-Collar,White,Private,30,46,0
Assoc,Male,Married,Sales,White,Private,40,50,1
School,Female,Divorced,Blue-Collar,White,Private,33,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,34,30,0
Bachelors,Male,Married,White-Collar,Other,Private,54,50,1
School,Male,Married,Blue-Collar,White,Government,64,40,0
School,Female,Widowed,Other/Unknown,Other,Other/Unknown,46,40,0
HS-grad,Male,Married,White-Collar,White,Private,41,40,0
Assoc,Female,Single,White-Collar,White,Private,23,36,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,43,60,0
Bachelors,Male,Single,Service,White,Private,48,50,1
HS-grad,Male,Single,Blue-Collar,White,Private,32,40,0
HS-grad,Female,Divorced,Service,Other,Private,49,40,0
Some-college,Male,Divorced,Blue-Collar,White,Private,38,40,0
Bachelors,Male,Married,Other/Unknown,Other,Other/Unknown,60,25,0
School,Female,Divorced,Blue-Collar,White,Private,51,48,0
School,Male,Divorced,Other/Unknown,White,Other/Unknown,30,40,0
School,Male,Single,Sales,White,Private,31,32,0
Masters,Male,Single,Professional,White,Government,26,50,0
Bachelors,Male,Married,White-Collar,White,Private,46,55,1
Bachelors,Male,Married,Sales,Other,Private,32,50,1
Some-college,Female,Single,White-Collar,White,Private,31,40,0
Bachelors,Male,Single,Sales,White,Private,29,50,1
HS-grad,Male,Single,Sales,Other,Private,40,40,0
School,Male,Married,Other/Unknown,White,Other/Unknown,65,50,1
Some-college,Female,Divorced,White-Collar,White,Private,48,45,0
HS-grad,Male,Married,Blue-Collar,White,Private,28,40,0
Bachelors,Male,Married,White-Collar,White,Private,42,45,1
HS-grad,Male,Divorced,Blue-Collar,White,Private,43,40,0
Some-college,Male,Married,White-Collar,White,Private,56,35,0
Some-college,Female,Divorced,Sales,Other,Private,22,30,0
School,Female,Single,Other/Unknown,White,Other/Unknown,19,35,0
HS-grad,Male,Married,Sales,White,Private,46,65,1
Bachelors,Female,Single,White-Collar,White,Government,45,40,0
HS-grad,Female,Single,Blue-Collar,White,Private,51,40,0
HS-grad,Female,Married,White-Collar,White,Self-Employed,24,40,0
HS-grad,Male,Married,White-Collar,White,Private,39,40,1
Bachelors,Male,Single,Professional,Other,Government,26,38,0
Some-college,Male,Married,Sales,White,Private,36,40,0
Some-college,Female,Divorced,Service,White,Private,33,50,0
Some-college,Male,Married,Professional,White,Private,42,32,1
Masters,Male,Single,Service,White,Private,30,45,0
HS-grad,Female,Married,Service,Other,Private,36,40,0
School,Male,Married,Blue-Collar,White,Private,60,40,0
Masters,Female,Separated,Professional,Other,Government,43,37,0
Some-college,Male,Married,Blue-Collar,Other,Self-Employed,29,60,1
HS-grad,Male,Married,Blue-Collar,White,Private,30,40,0
Some-college,Male,Married,Blue-Collar,White,Private,44,40,0
Some-college,Male,Single,Blue-Collar,Other,Private,20,15,0
Some-college,Male,Single,White-Collar,Other,Private,25,40,0
HS-grad,Female,Single,Service,White,Private,24,40,0
HS-grad,Female,Divorced,White-Collar,White,Private,44,40,1
HS-grad,Male,Divorced,White-Collar,White,Private,36,40,0
Some-college,Female,Married,Sales,White,Private,37,40,1
School,Female,Separated,White-Collar,Other,Private,48,40,0
Bachelors,Male,Married,Sales,White,Self-Employed,34,30,0
School,Male,Single,Service,White,Government,17,30,0
Assoc,Male,Married,Blue-Collar,White,Private,39,50,1
Some-college,Male,Married,Sales,White,Private,25,43,0
Assoc,Male,Married,White-Collar,White,Government,41,40,0
School,Female,Single,Other/Unknown,White,Other/Unknown,17,15,0
HS-grad,Male,Married,Blue-Collar,White,Private,31,50,0
HS-grad,Male,Married,Sales,White,Self-Employed,57,30,1
School,Female,Single,Service,White,Private,17,15,0
HS-grad,Male,Single,White-Collar,Other,Government,26,40,0
Bachelors,Male,Divorced,Blue-Collar,White,Private,46,40,0
School,Female,Married,Service,White,Private,28,35,0
HS-grad,Female,Single,Service,White,Private,23,35,0
Bachelors,Male,Married,White-Collar,White,Self-Employed,40,40,0
School,Male,Single,Service,White,Private,17,10,0
HS-grad,Male,Married,Sales,White,Private,37,50,1
Prof-school,Male,Married,Professional,White,Private,44,80,1
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,34,40,0
Bachelors,Female,Divorced,White-Collar,White,Private,45,40,0
Bachelors,Female,Single,White-Collar,Other,Private,37,40,0
HS-grad,Female,Divorced,Professional,Other,Government,41,40,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,44,50,1
Some-college,Female,Single,Service,White,Private,25,40,0
HS-grad,Male,Married,Blue-Collar,White,Government,47,40,1
Some-college,Female,Single,White-Collar,White,Private,46,40,0
Assoc,Male,Married,Blue-Collar,White,Self-Employed,35,55,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,41,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,19,40,0
Some-college,Female,Married,Service,White,Self-Employed,39,15,1
Masters,Male,Married,White-Collar,White,Private,33,45,1
Assoc,Female,Divorced,Professional,White,Private,45,38,0
School,Male,Single,Blue-Collar,White,Private,27,40,0
Bachelors,Female,Separated,White-Collar,White,Private,52,40,0
HS-grad,Female,Married,Service,White,Private,24,25,0
Some-college,Male,Married,Blue-Collar,White,Private,27,40,0
Some-college,Male,Single,Service,White,Private,20,35,0
School,Male,Married,Blue-Collar,White,Private,38,84,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,20,30,0
School,Male,Divorced,Blue-Collar,White,Private,33,42,0
Some-college,Female,Divorced,White-Collar,White,Private,44,42,0
Masters,Male,Single,Professional,White,Government,43,38,0
Masters,Female,Divorced,Professional,White,Government,54,40,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,48,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,26,40,0
Bachelors,Male,Single,Professional,White,Private,43,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,32,40,1
HS-grad,Female,Widowed,Professional,White,Government,61,40,0
School,Male,Divorced,Blue-Collar,White,Private,36,56,0
Bachelors,Male,Married,Blue-Collar,White,Private,46,40,1
Some-college,Male,Married,White-Collar,White,Private,66,45,0
School,Male,Married,Sales,White,Private,35,35,0
HS-grad,Male,Single,Blue-Collar,White,Private,21,40,0
School,Male,Single,Blue-Collar,Other,Private,21,20,0
School,Female,Married,Service,White,Self-Employed,39,15,0
HS-grad,Female,Single,White-Collar,White,Private,40,70,0
Bachelors,Female,Single,Professional,White,Private,25,40,0
Some-college,Female,Married,White-Collar,White,Private,58,40,1
Some-college,Male,Single,Blue-Collar,Other,Private,26,40,0
HS-grad,Male,Widowed,White-Collar,White,Private,41,40,0
Masters,Male,Married,Professional,White,Private,51,47,1
HS-grad,Male,Single,Service,White,Private,18,20,0
Assoc,Male,Married,White-Collar,White,Private,29,40,0
School,Male,Divorced,Blue-Collar,White,Private,30,40,0
Prof-school,Male,Married,Professional,White,Private,40,45,1
Some-college,Male,Single,Service,White,Private,31,16,0
Masters,Male,Married,White-Collar,White,Government,46,40,1
Prof-school,Male,Married,White-Collar,White,Private,47,40,1
Bachelors,Male,Married,Blue-Collar,Other,Private,38,84,0
Bachelors,Female,Single,Service,White,Private,23,20,0
HS-grad,Female,Widowed,Sales,White,Private,71,16,0
HS-grad,Female,Divorced,Service,White,Private,29,99,0
HS-grad,Female,Single,Service,White,Private,27,60,0
Bachelors,Male,Single,White-Collar,White,Private,41,40,0
HS-grad,Male,Single,White-Collar,Other,Private,31,40,0
Bachelors,Male,Single,Sales,White,Private,24,47,0
HS-grad,Female,Single,Service,White,Private,22,35,0
School,Male,Single,Blue-Collar,White,Private,18,6,0
Some-college,Male,Married,White-Collar,White,Private,31,40,1
Bachelors,Female,Single,Professional,White,Private,23,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,52,48,1
School,Male,Married,Blue-Collar,White,Self-Employed,39,40,0
Masters,Male,Married,Blue-Collar,White,Private,34,40,0
Some-college,Male,Married,Service,White,Government,33,40,1
Some-college,Male,Single,Professional,White,Private,33,52,0
HS-grad,Female,Divorced,White-Collar,White,Private,33,40,0
Some-college,Male,Single,White-Collar,Other,Private,23,24,0
Some-college,Female,Divorced,Sales,White,Private,34,40,0
Bachelors,Female,Single,Service,White,Private,38,45,0
Assoc,Male,Married,Blue-Collar,White,Private,50,55,1
Bachelors,Male,Married,White-Collar,White,Private,42,60,1
School,Male,Widowed,Blue-Collar,White,Private,47,40,0
Some-college,Female,Single,White-Collar,Other,Private,20,15,0
HS-grad,Male,Married,Service,White,Government,42,90,0
Masters,Male,Married,Service,White,Government,50,40,1
Some-college,Male,Married,Blue-Collar,White,Private,34,40,0
Bachelors,Male,Married,White-Collar,White,Private,44,45,0
HS-grad,Male,Married,Blue-Collar,White,Private,64,40,0
Some-college,Male,Single,Blue-Collar,White,Self-Employed,27,35,0
HS-grad,Female,Single,Other/Unknown,White,Other/Unknown,20,28,0
HS-grad,Female,Widowed,Service,White,Private,65,17,0
Doctorate,Male,Divorced,Professional,White,Private,53,50,0
HS-grad,Female,Widowed,Service,White,Private,51,32,0
HS-grad,Female,Married,White-Collar,White,Private,52,50,0
School,Female,Separated,Service,White,Private,34,35,0
Some-college,Male,Single,Blue-Collar,White,Private,39,40,0
HS-grad,Male,Married,Blue-Collar,Other,Private,55,40,0
HS-grad,Female,Divorced,Service,Other,Private,47,14,0
HS-grad,Male,Single,Service,Other,Private,21,10,0
Assoc,Male,Single,Sales,White,Private,24,5,0
HS-grad,Male,Married,Blue-Collar,White,Private,31,40,0
Some-college,Male,Married,Blue-Collar,White,Private,49,50,0
HS-grad,Female,Single,Blue-Collar,White,Private,18,15,0
HS-grad,Female,Single,Sales,White,Private,20,23,0
Bachelors,Male,Single,Blue-Collar,White,Private,27,65,0
Some-college,Female,Divorced,White-Collar,Other,Government,47,40,0
Bachelors,Male,Married,White-Collar,White,Government,50,40,1
HS-grad,Male,Married,Professional,White,Self-Employed,28,35,0
Masters,Male,Married,White-Collar,White,Private,45,65,1
School,Male,Married,Blue-Collar,White,Government,59,40,0
Bachelors,Male,Married,Sales,White,Private,35,40,0
Some-college,Male,Married,Sales,White,Private,53,60,1
Bachelors,Male,Single,Service,Other,Private,24,32,0
HS-grad,Female,Divorced,Professional,White,Self-Employed,67,20,0
Bachelors,Male,Single,White-Collar,White,Private,22,40,0
School,Male,Married,Blue-Collar,Other,Private,51,40,0
Bachelors,Male,Married,Professional,White,Private,45,50,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,43,60,0
Bachelors,Male,Divorced,White-Collar,White,Private,49,40,0
Assoc,Male,Married,Professional,White,Private,46,60,0
HS-grad,Female,Separated,Service,White,Private,30,30,0
Bachelors,Male,Married,Sales,White,Self-Employed,43,60,1
HS-grad,Female,Single,Other/Unknown,White,Other/Unknown,22,40,0
Assoc,Male,Divorced,White-Collar,White,Private,40,40,1
Some-college,Male,Divorced,Service,Other,Private,28,24,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,37,40,0
Bachelors,Male,Divorced,White-Collar,White,Private,64,55,1
HS-grad,Male,Single,Sales,White,Private,19,50,0
Masters,Male,Divorced,White-Collar,White,Private,44,45,1
HS-grad,Male,Single,Blue-Collar,White,Private,25,40,0
HS-grad,Male,Married,Blue-Collar,White,Government,65,20,0
Bachelors,Male,Married,Service,White,Private,37,50,1
HS-grad,Male,Single,Sales,White,Private,31,40,0
Some-college,Female,Single,Service,White,Private,19,40,0
Some-college,Male,Single,Sales,White,Private,19,30,0
School,Female,Widowed,Service,Other,Private,72,20,0
School,Male,Married,Service,White,Private,51,40,0
Some-college,Female,Married,Other/Unknown,White,Other/Unknown,40,20,0
Some-college,Male,Married,White-Collar,White,Government,53,40,1
Assoc,Female,Divorced,White-Collar,White,Private,25,40,0
Some-college,Male,Married,Professional,White,Private,59,36,1
Bachelors,Male,Married,Sales,White,Self-Employed,32,55,1
HS-grad,Male,Married,Blue-Collar,White,Government,55,40,1
Masters,Male,Married,White-Collar,White,Private,43,50,1
Bachelors,Male,Married,Sales,White,Self-Employed,33,65,0
Bachelors,Male,Single,White-Collar,White,Private,27,38,0
Bachelors,Female,Single,Sales,White,Private,24,40,0
HS-grad,Female,Married,Sales,White,Private,55,50,0
HS-grad,Female,Married,Sales,White,Private,40,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,32,40,1
Masters,Female,Divorced,Professional,White,Private,34,60,1
HS-grad,Female,Single,White-Collar,White,Private,23,45,0
Some-college,Female,Single,Service,White,Government,22,10,0
Some-college,Male,Married,Blue-Collar,White,Private,62,60,0
Bachelors,Male,Single,Professional,White,Government,27,9,0
HS-grad,Male,Married,Other/Unknown,Other,Other/Unknown,66,18,0
HS-grad,Female,Divorced,White-Collar,White,Private,46,40,0
HS-grad,Male,Single,Service,White,Private,19,30,0
Doctorate,Male,Single,Professional,White,Private,51,40,1
Bachelors,Male,Single,Other/Unknown,White,Other/Unknown,28,18,0
Some-college,Male,Single,White-Collar,White,Private,52,45,0
Some-college,Male,Married,Service,White,Private,66,40,0
HS-grad,Male,Married,Sales,White,Self-Employed,32,65,1
Bachelors,Male,Married,White-Collar,White,Private,55,45,1
HS-grad,Male,Married,White-Collar,White,Self-Employed,52,45,1
School,Male,Married,Blue-Collar,White,Private,49,45,0
HS-grad,Male,Married,Blue-Collar,White,Private,30,50,0
Some-college,Male,Married,Sales,White,Self-Employed,33,50,0
HS-grad,Male,Married,Blue-Collar,White,Private,64,18,0
HS-grad,Male,Married,White-Collar,White,Private,38,60,1
HS-grad,Female,Married,Sales,White,Private,26,20,0
School,Female,Widowed,Service,White,Private,66,40,0
HS-grad,Male,Married,Service,White,Private,47,40,1
Bachelors,Female,Widowed,Service,White,Private,31,30,0
Some-college,Female,Single,Professional,White,Private,23,45,0
School,Male,Divorced,Blue-Collar,White,Self-Employed,50,45,0
School,Male,Married,Blue-Collar,Other,Private,42,40,0
HS-grad,Male,Married,Sales,White,Private,58,40,0
HS-grad,Male,Separated,Blue-Collar,Other,Private,61,45,1
Bachelors,Female,Divorced,White-Collar,White,Private,51,40,0
Some-college,Male,Married,Blue-Collar,White,Government,56,41,1
Some-college,Male,Single,Service,White,Private,21,16,0
HS-grad,Female,Widowed,Other/Unknown,White,Other/Unknown,31,36,0
Some-college,Male,Married,Blue-Collar,White,Private,65,40,0
HS-grad,Female,Single,Service,White,Private,31,8,0
Some-college,Male,Single,Service,White,Private,21,35,0
School,Male,Single,Service,White,Private,19,20,0
Some-college,Male,Married,Service,White,Government,50,52,1
Bachelors,Male,Married,Blue-Collar,White,Self-Employed,40,40,0
Some-college,Male,Single,Blue-Collar,White,Private,34,40,0
School,Male,Married,Other/Unknown,Other,Other/Unknown,27,45,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,55,20,0
Some-college,Male,Divorced,Sales,White,Private,40,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,36,45,1
Some-college,Male,Single,Service,White,Private,23,35,0
Assoc,Female,Married,Professional,White,Government,28,36,1
Some-college,Male,Married,Service,White,Private,46,45,1
Some-college,Male,Married,White-Collar,White,Private,37,60,1
HS-grad,Male,Married,Sales,White,Self-Employed,61,55,1
Doctorate,Male,Married,Service,White,Private,42,60,1
Bachelors,Male,Married,Sales,White,Private,68,30,0
Some-college,Male,Married,Professional,White,Private,29,40,0
School,Male,Single,Blue-Collar,White,Self-Employed,44,50,0
Assoc,Male,Married,White-Collar,White,Private,25,75,0
Masters,Male,Separated,Service,White,Private,47,40,1
Some-college,Female,Divorced,Service,White,Private,25,40,0
Some-college,Male,Single,Blue-Collar,White,Private,20,40,0
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,63,55,1
HS-grad,Female,Divorced,White-Collar,White,Private,36,40,0
School,Female,Single,Blue-Collar,White,Private,45,35,0
Assoc,Male,Married,Professional,White,Government,40,40,1
HS-grad,Male,Single,Professional,White,Private,31,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,27,1,0
Assoc,Male,Single,Professional,White,Private,25,40,0
Doctorate,Female,Single,Professional,White,Self-Employed,58,99,0
Some-college,Female,Separated,White-Collar,White,Government,37,40,0
Masters,Female,Single,White-Collar,White,Government,46,38,0
School,Male,Single,Blue-Collar,White,Private,37,65,0
Bachelors,Male,Married,Sales,White,Private,32,44,0
Bachelors,Female,Married,White-Collar,White,Private,23,40,0
